STT,Dạng,Nguồn,STT câu gốc,Loại số,Đề bài,Đáp án đúng,Lời giải,Nhận xét,Ghi chú kiểm tra
585,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số nguyên,"Phương trình nào dưới đây nhận hai số phức $z=4-5i$ và $4+5i$ là nghiệm?

A. $z^2+8z-41=0$.
B. $z^2-8z-41=0$.
C. $z^2-8z+41=0$.
D. $z^2+8z+41=0$.",C. $z^2-8z+41=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $8$, tích của chúng là $41$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2-8z+41=0$.",Đạt,
586,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số nguyên,"Phương trình nào dưới đây nhận hai số phức $z=-9+7i$ và $-9-7i$ là nghiệm?

A. $z^2-18z-130=0$.
B. $z^2+18z-130=0$.
C. $z^2+18z+130=0$.
D. $z^2-18z+130=0$.",C. $z^2+18z+130=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $-18$, tích của chúng là $130$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+18z+130=0$.",Đạt,
587,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số nguyên,"Phương trình nào dưới đây nhận hai số phức $z=5+2i$ và $5-2i$ là nghiệm?

A. $z^2+10z-29=0$.
B. $z^2-10z-29=0$.
C. $z^2-10z+29=0$.
D. $z^2+10z+29=0$.",C. $z^2-10z+29=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $10$, tích của chúng là $29$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2-10z+29=0$.",Đạt,
588,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số nguyên,"Phương trình nào dưới đây nhận hai số phức $z=-7+3i$ và $-7-3i$ là nghiệm?

A. $z^2-14z-58=0$.
B. $z^2+14z-58=0$.
C. $z^2+14z+58=0$.
D. $z^2-14z+58=0$.",C. $z^2+14z+58=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $-14$, tích của chúng là $58$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+14z+58=0$.",Đạt,
589,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số hữu tỉ,"Phương trình nào dưới đây nhận hai số phức $z=- \dfrac{2}{3}-\dfrac{11}{5}i$ và $- \dfrac{2}{3}+\dfrac{11}{5}i$ là nghiệm?

A. $z^2-\dfrac{4}{3}z-\dfrac{1189}{225}=0$.
B. $z^2+\dfrac{4}{3}z-\dfrac{1189}{225}=0$.
C. $z^2+\dfrac{4}{3}z+\dfrac{1189}{225}=0$.
D. $z^2-\dfrac{4}{3}z+\dfrac{1189}{225}=0$.",C. $z^2+\dfrac{4}{3}z+\dfrac{1189}{225}=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $- \dfrac{4}{3}$, tích của chúng là $\dfrac{1189}{225}$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+\dfrac{4}{3}z+\dfrac{1189}{225}=0$.",Đạt,
590,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số hữu tỉ,"Phương trình nào dưới đây nhận hai số phức $z=- \dfrac{7}{4}-\dfrac{7}{3}i$ và $- \dfrac{7}{4}+\dfrac{7}{3}i$ là nghiệm?

A. $z^2-\dfrac{7}{2}z-\dfrac{1225}{144}=0$.
B. $z^2+\dfrac{7}{2}z-\dfrac{1225}{144}=0$.
C. $z^2+\dfrac{7}{2}z+\dfrac{1225}{144}=0$.
D. $z^2-\dfrac{7}{2}z+\dfrac{1225}{144}=0$.",C. $z^2+\dfrac{7}{2}z+\dfrac{1225}{144}=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $- \dfrac{7}{2}$, tích của chúng là $\dfrac{1225}{144}$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+\dfrac{7}{2}z+\dfrac{1225}{144}=0$.",Đạt,
591,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số hữu tỉ,"Phương trình nào dưới đây nhận hai số phức $z=- \dfrac{1}{2}+\dfrac{5}{2}i$ và $- \dfrac{1}{2}-\dfrac{5}{2}i$ là nghiệm?

A. $z^2-1z-\dfrac{13}{2}=0$.
B. $z^2+1z-\dfrac{13}{2}=0$.
C. $z^2+1z+\dfrac{13}{2}=0$.
D. $z^2-1z+\dfrac{13}{2}=0$.",C. $z^2+1z+\dfrac{13}{2}=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $-1$, tích của chúng là $\dfrac{13}{2}$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+1z+\dfrac{13}{2}=0$.",Đạt,
592,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số hữu tỉ,"Phương trình nào dưới đây nhận hai số phức $z=\dfrac{3}{5}-\dfrac{3}{5}i$ và $\dfrac{3}{5}+\dfrac{3}{5}i$ là nghiệm?

A. $z^2+\dfrac{6}{5}z-\dfrac{18}{25}=0$.
B. $z^2-\dfrac{6}{5}z-\dfrac{18}{25}=0$.
C. $z^2-\dfrac{6}{5}z+\dfrac{18}{25}=0$.
D. $z^2+\dfrac{6}{5}z+\dfrac{18}{25}=0$.",C. $z^2-\dfrac{6}{5}z+\dfrac{18}{25}=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $\dfrac{6}{5}$, tích của chúng là $\dfrac{18}{25}$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2-\dfrac{6}{5}z+\dfrac{18}{25}=0$.",Đạt,
593,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số hữu tỉ,"Phương trình nào dưới đây nhận hai số phức $z=\dfrac{7}{4}+\dfrac{1}{3}i$ và $\dfrac{7}{4}-\dfrac{1}{3}i$ là nghiệm?

A. $z^2+\dfrac{7}{2}z-\dfrac{457}{144}=0$.
B. $z^2-\dfrac{7}{2}z-\dfrac{457}{144}=0$.
C. $z^2-\dfrac{7}{2}z+\dfrac{457}{144}=0$.
D. $z^2+\dfrac{7}{2}z+\dfrac{457}{144}=0$.",C. $z^2-\dfrac{7}{2}z+\dfrac{457}{144}=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $\dfrac{7}{2}$, tích của chúng là $\dfrac{457}{144}$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2-\dfrac{7}{2}z+\dfrac{457}{144}=0$.",Đạt,
594,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số hữu tỉ,"Phương trình nào dưới đây nhận hai số phức $z=- \dfrac{1}{3}+\dfrac{7}{5}i$ và $- \dfrac{1}{3}-\dfrac{7}{5}i$ là nghiệm?

A. $z^2-\dfrac{2}{3}z-\dfrac{466}{225}=0$.
B. $z^2+\dfrac{2}{3}z-\dfrac{466}{225}=0$.
C. $z^2+\dfrac{2}{3}z+\dfrac{466}{225}=0$.
D. $z^2-\dfrac{2}{3}z+\dfrac{466}{225}=0$.",C. $z^2+\dfrac{2}{3}z+\dfrac{466}{225}=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $- \dfrac{2}{3}$, tích của chúng là $\dfrac{466}{225}$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+\dfrac{2}{3}z+\dfrac{466}{225}=0$.",Đạt,
595,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số vô tỉ,"Phương trình nào dưới đây nhận hai số phức $z=4-4 \sqrt{11}i$ và $4+4 \sqrt{11}i$ là nghiệm?

A. $z^2+8z-192=0$.
B. $z^2-8z-192=0$.
C. $z^2-8z+192=0$.
D. $z^2+8z+192=0$.",C. $z^2-8z+192=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $8$, tích của chúng là $192$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2-8z+192=0$.",Đạt,
596,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số vô tỉ,"Phương trình nào dưới đây nhận hai số phức $z=- 2 \sqrt{6}+2 \sqrt{6}i$ và $- 2 \sqrt{6}-2 \sqrt{6}i$ là nghiệm?

A. $z^2-4 \sqrt{6}z-48=0$.
B. $z^2+4 \sqrt{6}z-48=0$.
C. $z^2+4 \sqrt{6}z+48=0$.
D. $z^2-4 \sqrt{6}z+48=0$.",C. $z^2+4 \sqrt{6}z+48=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $- 4 \sqrt{6}$, tích của chúng là $48$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+4 \sqrt{6}z+48=0$.",Đạt,
597,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số vô tỉ,"Phương trình nào dưới đây nhận hai số phức $z=-4+4 \sqrt{11}i$ và $-4-4 \sqrt{11}i$ là nghiệm?

A. $z^2-8z-192=0$.
B. $z^2+8z-192=0$.
C. $z^2+8z+192=0$.
D. $z^2-8z+192=0$.",C. $z^2+8z+192=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $-8$, tích của chúng là $192$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+8z+192=0$.",Đạt,
598,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số vô tỉ,"Phương trình nào dưới đây nhận hai số phức $z=- 4 \sqrt{7}+7i$ và $- 4 \sqrt{7}-7i$ là nghiệm?

A. $z^2-8 \sqrt{7}z-161=0$.
B. $z^2+8 \sqrt{7}z-161=0$.
C. $z^2+8 \sqrt{7}z+161=0$.
D. $z^2-8 \sqrt{7}z+161=0$.",C. $z^2+8 \sqrt{7}z+161=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $- 8 \sqrt{7}$, tích của chúng là $161$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+8 \sqrt{7}z+161=0$.",Đạt,
599,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số vô tỉ,"Phương trình nào dưới đây nhận hai số phức $z=2-3 \sqrt{10}i$ và $2+3 \sqrt{10}i$ là nghiệm?

A. $z^2+4z-94=0$.
B. $z^2-4z-94=0$.
C. $z^2-4z+94=0$.
D. $z^2+4z+94=0$.",C. $z^2-4z+94=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $4$, tích của chúng là $94$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2-4z+94=0$.",Đạt,
600,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,36,Số vô tỉ,"Phương trình nào dưới đây nhận hai số phức $z=-6+2 \sqrt{3}i$ và $-6-2 \sqrt{3}i$ là nghiệm?

A. $z^2-12z-48=0$.
B. $z^2+12z-48=0$.
C. $z^2+12z+48=0$.
D. $z^2-12z+48=0$.",C. $z^2+12z+48=0$.,"Áp dụng định lý Vi-ét: tổng hai số phức là $-12$, tích của chúng là $48$ $\Rightarrow$ hai số phức là nghiệm của phương trình $z^2+12z+48=0$.",Đạt,
601,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số nguyên,"Trên tập hợp các số phức, xét phương trình $z^2-2mz-5m-9=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2+5m+9$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
602,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số nguyên,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+3m-9=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2-3m+9$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
603,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số nguyên,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+4m-3=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $1$.
B. $2$.
C. $3$.
D. $4$.",B. $2$.,"Ta có $\Delta' = m^2-4m+3$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 2 giá trị.",Đạt,
604,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số nguyên,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+3m-6=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2-3m+6$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
605,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số nguyên,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+8m-8=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $5$.
B. $6$.
C. $7$.
D. $8$.",B. $6$.,"Ta có $\Delta' = m^2-8m+8$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 6 giá trị.",Đạt,
606,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số nguyên,"Trên tập hợp các số phức, xét phương trình $z^2-2mz-3m-7=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2+3m+7$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
607,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số hữu tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz-2m-\dfrac{9}{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2+2m+\dfrac{9}{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
608,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số hữu tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+2m+\dfrac{1}{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $2$.
B. $3$.
C. $4$.
D. $5$.",B. $3$.,"Ta có $\Delta' = m^2-2m-\dfrac{1}{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 3 giá trị.",Đạt,
609,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số hữu tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+1m+\dfrac{9}{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $3$.
B. $4$.
C. $5$.
D. $6$.",B. $4$.,"Ta có $\Delta' = m^2-1m-\dfrac{9}{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 4 giá trị.",Đạt,
610,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số hữu tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz-2m-\dfrac{5}{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2+2m+\dfrac{5}{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
611,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số hữu tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+\dfrac{5}{3}m-\dfrac{1}{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $1$.
B. $2$.
C. $3$.
D. $4$.",B. $2$.,"Ta có $\Delta' = m^2-\dfrac{5}{3}m+\dfrac{1}{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 2 giá trị.",Đạt,
612,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số hữu tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+3m-\dfrac{4}{3}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $2$.
B. $3$.
C. $4$.
D. $5$.",B. $3$.,"Ta có $\Delta' = m^2-3m+\dfrac{4}{3}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 3 giá trị.",Đạt,
613,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+2 \sqrt{5}m+\sqrt{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $4$.
B. $5$.
C. $6$.
D. $7$.",B. $5$.,"Ta có $\Delta' = m^2-2 \sqrt{5}m-\sqrt{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 5 giá trị.",Đạt,
614,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+\sqrt{5}m-\sqrt{2}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $0$.
B. $1$.
C. $2$.
D. $3$.",B. $1$.,"Ta có $\Delta' = m^2-\sqrt{5}m+\sqrt{2}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 1 giá trị.",Đạt,
615,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz-2 \sqrt{5}m-2 \sqrt{5}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $1$.
B. $2$.
C. $3$.
D. $4$.",B. $2$.,"Ta có $\Delta' = m^2+2 \sqrt{5}m+2 \sqrt{5}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 2 giá trị.",Đạt,
616,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz+2 \sqrt{3}m+2 \sqrt{5}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $5$.
B. $6$.
C. $7$.
D. $8$.",B. $6$.,"Ta có $\Delta' = m^2-2 \sqrt{3}m-2 \sqrt{5}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 6 giá trị.",Đạt,
617,Dạng 6 - Phương trình bậc hai có tham số,Nhân bản,26,Số vô tỉ,"Trên tập hợp các số phức, xét phương trình $z^2-2mz-\sqrt{5}m+\sqrt{5}=0$ ($m$ là tham số thực). Có bao nhiêu giá trị nguyên của $m$ để phương trình đó có hai nghiệm phân biệt $z_1, z_2$ thỏa mãn $|z_1| = |z_2|$?

A. $2$.
B. $3$.
C. $4$.
D. $5$.",B. $3$.,"Ta có $\Delta' = m^2+\sqrt{5}m-\sqrt{5}$.

Nếu $\Delta'>0$ thì phương trình có hai nghiệm thực. Khi đó $|z_1|=|z_2| \Leftrightarrow z_1=-z_2 \Leftrightarrow z_1+z_2=0 \Leftrightarrow m=0$ (nhận nếu thỏa $\Delta'(0)>0$).

Nếu $\Delta'<0$ thì phương trình có hai nghiệm phức liên hợp nên luôn có $|z_1|=|z_2|$.

Đếm trực tiếp các giá trị nguyên $m$ thỏa mãn hai trường hợp trên, ta được 3 giá trị.",Đạt,
